date,demand,RRP,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
2/7/2017,111543.81,69.06961085,0,15.4,27.6,27.9,0,1,0
2/8/2017,142213.66,135.0612793,0,16.5,36,27.7,0,1,0
2/9/2017,155060.61,156.6995615,0.020833334,20.3,36,24.4,0,1,0
2/10/2017,138793.59,213.3394317,0,18.7,27.1,21.3,0,1,0
2/11/2017,111983.51,97.6080054,0.041666668,18.5,24.6,21,0,1,0
2/12/2017,89003.15,19.86511394,0.020833334,15.1,19.9,12.6,2,1,0
2/13/2017,104844.105,69.04132793,0,14,21,20.5,0,1,0
2/14/2017,111613.05,90.69389262,0,14.5,19.5,15.6,0.6,1,0
2/15/2017,116299.39,79.04437965,0,10,31.5,26,0,1,0
2/16/2017,119947.59,112.8870329,0,14.9,23.6,23.2,0,1,0
2/17/2017,111885.97,93.73260963,0,13.7,25.5,18.4,0,1,0
2/18/2017,95623.35,49.81815886,0,13.3,18.9,16.1,0,1,0
2/19/2017,91280.025,53.12020553,0,11.7,17.3,9.9,0,1,0
2/20/2017,105341.865,93.72670141,0,11.6,20.3,22.4,3.6,1,0
2/21/2017,112351.47,103.2484286,0,10.1,24,25,0.2,1,0
2/22/2017,116690.17,78.05783525,0,12.8,33.3,23.1,0,1,0
2/23/2017,117948.685,102.3617733,0,15.9,25,23.5,0,1,0
2/24/2017,111229.52,98.21079741,0,15.8,20,13.2,1.4,1,0
2/25/2017,95046.905,45.60929044,0,13.7,19.4,23.9,0,1,0
2/26/2017,100495.615,56.02642017,0,13.2,29.8,24.2,0,1,0
2/27/2017,131090.775,96.55007159,0.020833334,15.6,33.1,23.9,0,1,0
2/28/2017,140167.5,99.94563946,0,17.3,33.6,23.6,0,1,0
3/1/2017,137291.97,86.00399901,0,16.6,30.5,23.7,0,1,0
3/2/2017,127633.275,85.49844546,0,17.7,23.3,22,0,1,0
3/3/2017,124311.33,73.92929944,0,18.1,28.6,18.1,0,1,0
3/4/2017,116083.295,77.59564369,0,16.1,27.4,23,0,1,0
3/5/2017,103539.02,45.4607457,0,17.6,25.4,16.8,0.2,1,0
3/6/2017,116447.855,56.63414738,0,17.7,27.4,22.3,0,1,0
3/7/2017,117931.46,57.516139,0,15,28.2,22.4,0,1,0
3/8/2017,124370.765,73.92313207,0,14.2,31.5,22.1,0,1,0
3/9/2017,129649.25,83.88968655,0,15,32.3,21.1,0,1,0
3/10/2017,125346.075,82.03453762,0,18.5,23.8,19.4,0,1,0
3/11/2017,108816.81,50.76232609,0,18,26.4,13.9,0,1,0
3/12/2017,102617.51,42.48056056,0.020833334,17.9,27.1,19.6,0,1,0
3/13/2017,104468.9,66.84372206,0,15.7,24.3,20.7,0.2,1,1
3/14/2017,133227.785,101.4423563,0,18.8,32.7,20.8,0,1,0
3/15/2017,139672.835,102.0122176,0,20.8,33.2,18.9,0,1,0
3/16/2017,124255.975,87.89402085,0,21.7,23,4.8,1.8,1,0
3/17/2017,111612.075,70.74607288,0,15.8,22.1,20.1,0,1,0
3/18/2017,107731.78,68.87709703,0,12.4,30.8,19.9,0,1,0
3/19/2017,113593.82,121.1220102,0,14.5,33.5,19.7,0,1,0
3/20/2017,131980.985,184.8234791,0,19.3,28,11.3,0,1,0
3/21/2017,127625.365,112.9036926,0,19.9,26.1,6.1,4.4,1,0
3/22/2017,114696.37,77.00028631,0,17.8,21.8,7.3,9.2,1,0
3/23/2017,111632.835,97.82305958,0,16.2,25.1,17.2,0,1,0
3/24/2017,115411.41,118.4496111,0,13.9,24.7,16.1,0,1,0
3/25/2017,107465.98,138.7947558,0,15.3,29.7,13.5,0,1,0
3/26/2017,104189.1,147.4805929,0,19.3,26.7,14.6,0,1,0
3/27/2017,116237.22,118.5621993,0,19.3,31.9,7.6,0,1,0
3/28/2017,111032.975,121.9056323,0,11.9,24.3,17.8,4.2,1,0
3/29/2017,109640.33,133.7982653,0,13.9,27.2,14.7,0.2,1,0
3/30/2017,107491.87,115.1902122,0,10.2,17.9,13,3.4,1,0
3/31/2017,110662.245,145.2190605,0,10.1,17.9,12.3,2.8,0,0
4/1/2017,97402.265,99.24918178,0,10,19,13.5,0,0,0
4/2/2017,94477.095,92.91573517,0,11.7,18.2,10.1,0.4,0,0
4/3/2017,107895.525,106.4521598,0,8.2,21.5,16.8,0,0,0
4/4/2017,113138.67,122.6614787,0,10,24.4,16.4,0,0,0
4/5/2017,114191.35,142.2804267,0,11,25.4,15.8,0,0,0
4/6/2017,114817.305,126.1819875,0,12,26.6,13.5,0,0,0
4/7/2017,110160.025,101.330421,0,12.7,26.2,15.6,0,0,0
4/8/2017,99084.74,95.86797769,0,18.6,28.1,13.8,0,0,0
4/9/2017,96041.895,74.59163318,0,11.7,15.2,6.5,10.6,0,0
4/10/2017,113287.055,111.8004887,0,9,17,3,25.4,0,0
4/11/2017,114159.965,130.0368734,0,12.3,18.5,13.5,15.4,0,0
4/12/2017,114335.995,126.572879,0,10.8,19.3,14,0,0,0
4/13/2017,112704.045,117.5356502,0,10.9,22.2,13.9,0,0,0
4/14/2017,97436.41,109.7650221,0,13,17.9,8.9,0,0,1
4/15/2017,99608.57,116.7828491,0,11.8,17.3,9.7,0,0,1
4/16/2017,96594.745,95.64640701,0,9.9,22.6,10.1,0,0,1
4/17/2017,99945.495,104.5781895,0,11.1,18.3,10.9,0,0,1
4/18/2017,111955.175,112.8247059,0,9.5,20.4,13.7,0,0,0
4/19/2017,114436.97,101.3145524,0,13,26.9,12.7,0,1,0
4/20/2017,112816.68,104.0781031,0,14.6,26.5,12.4,0,1,0
4/21/2017,114522.44,133.2265993,0,16.5,20.9,3.6,9.4,1,0
4/22/2017,102528.4,111.6671228,0,16.9,22.5,11.8,4.6,1,0
4/23/2017,97356.565,90.72665105,0,14.4,21.8,11.9,0,1,0
4/24/2017,109421.815,113.2589368,0,15.9,24.7,9.9,0,1,0
4/25/2017,101548.735,86.79007255,0,16.2,17.7,5.8,21.6,1,1
4/26/2017,116795.245,100.6986846,0,10.1,14.5,6.4,20,1,0
4/27/2017,126329.53,145.6827349,0,8.3,15.6,7.1,15.4,1,0
4/28/2017,120144.19,120.8095221,0,9.4,19.8,6,0.4,1,0
4/29/2017,104864.05,100.81967,0,14.9,18.1,7.9,0.2,1,0
4/30/2017,103756.535,109.5772954,0,13.6,17.8,7.3,0,1,0
5/1/2017,115103.775,99.15947403,0,13.6,20.4,8.7,0,1,0
5/2/2017,120718.64,109.9227693,0,10.4,15.2,9.4,2.4,1,0
5/3/2017,129196.445,128.6399556,0,7.4,15.3,10.8,0.8,1,0
5/4/2017,127260.05,123.4720662,0,5.8,16.9,12,0,1,0
5/5/2017,123150.385,108.2886014,0,6.2,20.5,10.6,0,1,0
5/6/2017,105013.07,81.77832735,0,9.6,20,6.1,0.2,1,0
5/7/2017,107424.07,104.9084029,0,8.9,14.8,9.4,1.4,1,0
5/8/2017,125858.27,132.9735336,0,10.1,15.8,7.2,1.8,1,0
5/9/2017,126760.71,138.9914155,0,10.9,15.9,7.3,1.6,1,0
5/10/2017,125747.735,149.6227486,0,8.1,17.7,11.3,0,1,0
5/11/2017,128753.13,170.2926448,0,6.1,16.5,8.6,0,1,0
5/12/2017,123523,129.309377,0,5.9,19.5,9.9,0,1,0
5/13/2017,109477.42,130.3168298,0,8.4,15.6,10.1,0.2,1,0
5/14/2017,107497.03,126.9174946,0,6.4,15.1,7.7,0,1,0
5/15/2017,125871.915,134.6420324,0,6.3,16.9,8.2,0,1,0
5/16/2017,127820.715,128.3149076,0,5.6,18.2,9,0,1,0
5/17/2017,125072.675,123.8345994,0,7.6,17,3.8,0,1,0
5/18/2017,122910.48,107.8423351,0,10.7,20.2,9.8,0.8,1,0
5/19/2017,123351.45,96.44024977,0,10.2,17.8,2.5,0,1,0
5/20/2017,109111.615,88.1358791,0,10.2,19.3,9.8,0,1,0
5/21/2017,105912.16,76.78217982,0,10.8,18.7,6.8,0,1,0
5/22/2017,113551.04,72.93148803,0,10.4,20.3,10.1,0,1,0
5/23/2017,119127.205,96.83763464,0,12.8,19.3,7.4,0,1,0
5/24/2017,121571.97,103.2410383,0,11.7,17.1,8,0,1,0
5/25/2017,124010.03,108.5190134,0,13.7,18.5,5.7,0,1,0
5/26/2017,123130.6,94.69622997,0,13.1,18,8.2,0,1,0
5/27/2017,104643.675,60.86010195,0,11.9,17.8,8.3,0,1,0
5/28/2017,110029.55,72.34164142,0,10.2,15.3,7.6,6.8,1,0
5/29/2017,130516.1,96.084781,0,7.7,14.8,8,1.4,1,0
5/30/2017,132762.38,95.71447434,0,9.3,13.1,6.9,2.2,1,0
5/31/2017,139030.795,120.6492316,0,6.7,13,8.5,5.4,1,0
6/1/2017,140202.735,113.3116143,0,7.9,13.9,4.7,0.4,1,0
6/2/2017,136856.8,96.83774741,0,8,14.7,7.3,0,1,0
6/3/2017,122161.405,107.2457298,0,9.9,14.3,8.3,0,1,0
6/4/2017,118953.95,109.7429759,0,4.4,15.8,9.3,0,1,0
6/5/2017,132877.45,101.1322774,0,5.6,17.5,5,0,1,0
6/6/2017,133274.53,97.89246038,0,8.7,13.9,6.3,6.4,1,0
6/7/2017,136116.12,105.6961681,0,5.9,14.3,9.2,0,1,0
6/8/2017,139511.78,110.1268719,0,3.6,15,7.2,0,1,0
6/9/2017,130994.54,99.97713568,0,6.6,15,7.8,1.8,1,0
6/10/2017,120698.915,97.62212413,0,7,15.8,8.9,0,1,0
6/11/2017,113374.465,87.88338857,0,3.4,15.5,8.6,0.2,1,0
6/12/2017,117691.685,101.7060988,0,6,15.9,5.1,0,1,1
6/13/2017,135184.95,109.9512443,0,8.8,15.1,6.6,0,1,0
6/14/2017,136253.42,93.58978215,0,4,17.4,8.9,0,1,0
6/15/2017,135303.255,102.837272,0,7.7,19,7.4,0,1,0
6/16/2017,135269.635,107.362224,0,6.6,17.1,8.9,0,1,0
6/17/2017,121178.68,104.2875868,0,4.2,15.5,9.2,0,1,0
6/18/2017,116112.74,93.61692763,0,5.4,16.3,7.9,0,1,0
6/19/2017,134925.74,95.96949334,0,7.1,16.1,6,0,1,0
6/20/2017,131996.97,85.79783203,0,6.4,15.8,9.2,0,1,0
6/21/2017,139814.3,106.9667247,0,7.8,13.5,5,0.6,1,0
6/22/2017,140348.57,94.85896751,0,6.7,14.1,6.7,0.2,1,0
6/23/2017,132029.575,80.26993871,0,7.4,14.9,8.2,0,1,0
6/24/2017,122393.325,84.97094445,0,8.3,12.3,7.3,1.4,1,0
6/25/2017,118103.865,72.87051538,0,8.6,14.3,5.3,0,1,0
6/26/2017,138040.38,104.3154945,0,8.8,12.6,7.8,1.4,1,0
6/27/2017,144526.63,100.1993406,0,6,12.1,4.4,0,1,0
6/28/2017,141351.895,98.53810322,0,6.8,14.1,5.4,0,1,0
6/29/2017,138124.06,102.5250395,0,9.2,13.7,5,0,1,0
6/30/2017,139275.775,124.6840444,0,7.1,12.3,8.4,4.4,0,0
7/1/2017,125949.5,114.7570772,0,1.1,12.7,9.3,0,0,0
7/2/2017,120137.45,110.1092823,0,0.8,14.3,9.2,0,0,0
7/3/2017,139765.32,150.612766,0,3.8,13.9,3.9,0,0,0
7/4/2017,134029.805,132.5455181,0,9,16.2,6.4,3,0,0
7/5/2017,134084.665,146.1761256,0,10.1,15.8,6.5,0,0,0
7/6/2017,137899.715,141.6793728,0,4.8,15,8.7,0,0,0
7/7/2017,134078.07,131.2653815,0,8,14.2,9.4,0,0,0
7/8/2017,123687.97,129.135411,0,5.3,13.5,5.1,0,0,0
7/9/2017,116064.03,115.1296024,0,7.3,14.6,7.3,0.8,0,0
7/10/2017,133132.325,123.9739271,0,7,16,5.7,0,0,0
7/11/2017,137352.78,148.6794952,0,6.9,14.3,9.7,0.4,0,0
7/12/2017,138152.105,117.9532423,0,3.2,15.1,9.8,0,0,0
7/13/2017,134622.39,106.1487634,0,4.8,13.3,5.5,0,0,0
7/14/2017,131387.745,111.3949826,0,9.9,15.9,8.6,2,0,0
7/15/2017,124486.695,136.1065517,0,4.5,12,9.4,0,0,0
7/16/2017,119927.64,102.1491373,0,3,12.5,7.8,0,0,0
7/17/2017,131868.24,99.85163753,0,5.7,15.3,6.3,0,0,0
7/18/2017,136121.835,109.9969729,0,9.7,14.5,5.8,0.2,1,0
7/19/2017,133906.26,109.5605504,0,8.9,13.2,7.7,5,1,0
7/20/2017,139316.29,133.736501,0,7.9,10.7,5.9,0.6,1,0
7/21/2017,140073.895,130.1927109,0,3.3,13.8,10.3,4.2,1,0
7/22/2017,122397.13,91.65608062,0,5.4,12.4,7,0,1,0
7/23/2017,118007.665,107.8923323,0,8.4,14.1,5.4,0,1,0
7/24/2017,136330.59,122.6544774,0,8.1,16.1,8.3,7,1,0
7/25/2017,129699.265,113.0336114,0,9.8,17.2,9,0,1,0
7/26/2017,133198.34,117.2808433,0,10.9,15,8.7,2.4,1,0
7/27/2017,136003.915,117.3154738,0,4.4,14.2,8.7,2,1,0
7/28/2017,130432.05,111.3069682,0,6.2,14.3,9.8,2.8,1,0
7/29/2017,111331.235,93.45310086,0,9.7,17.9,10.1,0,1,0
7/30/2017,107580.495,91.41616627,0,11.3,18.1,8.3,0,1,0
7/31/2017,132276.88,137.4766901,0,6.7,14.8,11.5,0,1,0
8/1/2017,137617.88,137.9754246,0,3.5,15.5,11.5,0,1,0
8/2/2017,140729.185,113.4923335,0,3.4,12.9,7.5,0,1,0
8/3/2017,151355.43,169.2338271,0,3.1,9,4.4,0,1,0
8/4/2017,141647.895,110.3517269,0,4.3,12.1,7.2,6.6,1,0
8/5/2017,116696.455,82.76667325,0,8.8,14.2,11.7,0,1,0
8/6/2017,117351.14,86.20220241,0,9,13,8.2,0,1,0
8/7/2017,138963.175,111.4890145,0,7.7,12.3,7.3,4.2,1,0
8/8/2017,139108.435,111.5513751,0,7.9,15,7.5,2.2,1,0
8/9/2017,130044.375,105.283102,0,8.9,16.8,11.5,0,1,0
8/10/2017,122361.925,86.91654833,0,11.4,18.8,8.4,0,1,0
8/11/2017,122862.345,78.92563543,0,10.3,16.4,9.3,0,1,0
8/12/2017,113669.45,77.12359093,0,10.3,17.9,9.9,2.8,1,0
8/13/2017,106274.56,68.29417174,0,9.4,18.7,11.1,2,1,0
8/14/2017,121533.955,101.399598,0,12.3,20.1,12.6,0,1,0
8/15/2017,127193.3,99.0861742,0,10.4,17.5,3.2,0.2,1,0
8/16/2017,121445.38,72.16481732,0,12.1,18.1,10.9,0.8,1,0
8/17/2017,129223.805,73.71456005,0,9.3,15.6,9.1,1.8,1,0
8/18/2017,133562.985,92.10754493,0,8,12.2,9.4,2.8,1,0
8/19/2017,124852.67,97.96893516,0,5.9,11.8,11.6,7.2,1,0
8/20/2017,119798.995,92.81587829,0,5.1,13.3,13.9,2,1,0
8/21/2017,140410.295,108.906684,0,6.8,12.7,7.9,0.6,1,0
8/22/2017,133809.455,107.9380963,0,5.7,16.8,11.1,1.6,1,0
8/23/2017,133056.82,106.6475104,0,8.3,18.1,9.7,0,1,0
8/24/2017,135619.94,118.9186938,0,5.2,13.3,13,9.2,1,0
8/25/2017,133666.575,120.1723289,0,4.9,15,13.3,0.6,1,0
8/26/2017,117444.1,93.65754189,0,9.9,15.3,8.5,0,1,0
8/27/2017,115177.935,93.11747779,0,5.8,10.7,11.8,7.8,1,0
8/28/2017,139414.495,163.4092605,0,5.8,11.8,14.6,0.6,1,0
8/29/2017,139814.04,143.84804,0,5.4,12.9,9.1,0,1,0
8/30/2017,137513.465,118.2950765,0,7.7,13.8,12.3,0.6,1,0
8/31/2017,133982.255,115.4257008,0,4,16.7,15.9,0.2,1,0
9/1/2017,128707.425,102.2781632,0,3.7,17,14.4,0,1,0
9/2/2017,114098.115,89.32991678,0,7.3,18.4,6.3,0,1,0
9/3/2017,103964.33,67.07312753,0,13.4,17.2,6.3,0,1,0
9/4/2017,128001.055,93.82662098,0,8.8,13.7,13.4,0.4,1,0
9/5/2017,137696.67,95.60201814,0,6.5,13.3,11,0.2,1,0
9/6/2017,134819.945,101.0173763,0,6.7,15.1,11,4.8,1,0
9/7/2017,133405.72,93.02525491,0,7.9,15.2,9.5,0.8,1,0
9/8/2017,132543.1,102.4160808,0,8,13.5,13.1,3.2,1,0
9/9/2017,120454.01,96.91024413,0,7.1,14.9,15.9,1.2,1,0
9/10/2017,114584.065,91.88390937,0,5.3,16.1,12.3,0.2,1,0
9/11/2017,127169.03,86.68557783,0,8.1,18.1,7,0,1,0
9/12/2017,130906.89,94.77296866,0,12.2,19.9,3.5,0.2,1,0
9/13/2017,127192.315,88.36193594,0,13.3,16.4,8.2,2,1,0
9/14/2017,131986.805,89.57361118,0,5.8,15.3,10.8,1.4,1,0
9/15/2017,128761.605,89.23620112,0,9.6,16.7,7,0,1,0
9/16/2017,111301.56,89.60758713,0,7.4,13.3,16.7,21.4,1,0
9/17/2017,104766,75.50959889,0,4,18.1,19,0.2,1,0
9/18/2017,115123.54,79.7834479,0,10.5,22,15.7,0,1,0
9/19/2017,124033.955,92.37276862,0,9,13.9,16.6,0.2,1,0
9/20/2017,123461.38,82.59561088,0,6,19.2,17.3,0,1,0
9/21/2017,119309.93,74.95776902,0,11.6,23.6,13,0,1,0
9/22/2017,116611.25,75.28911916,0,12.8,25.6,15.6,0,0,0
9/23/2017,101012.29,63.0173962,0,14.8,30.6,17.3,0,0,0
9/24/2017,92608.24,43.1973476,0,12.9,19.9,12,0.4,0,0
9/25/2017,119126.485,71.24106571,0,10.3,14.2,10.9,1.6,0,0
9/26/2017,124452.94,79.80022526,0,5,15.1,20.4,0.4,0,0
9/27/2017,119028.07,72.5455091,0,9.6,24.6,11.7,0,0,0
9/28/2017,116655.855,61.64955658,0,10.4,18.5,12.8,0,0,0
9/29/2017,102847.255,42.63467565,0,10.6,18.4,14.5,0,0,1
9/30/2017,100701.82,47.30994353,0,11,15.4,16.1,1,0,0
10/1/2017,103556.74,58.98962758,0,9.7,17.2,9.2,0,0,0
10/2/2017,119226.42,74.49715829,0,9.5,16.4,16.4,0,0,0
10/3/2017,118856.415,79.05914605,0,6.8,22.3,21.8,0,0,0
10/4/2017,114604.62,71.10873323,0,8.5,20.8,21.6,0,0,0
10/5/2017,113134.58,65.31573626,0,11.7,19.4,10.4,0,0,0
10/6/2017,118359.28,53.42903945,0,10.1,15,16.8,2.4,0,0
10/7/2017,101974.595,38.89411226,0,7.2,23.7,17.3,0.2,0,0
10/8/2017,97053.545,56.16035213,0,11.1,25.3,19.5,0,0,0
10/9/2017,111432.365,68.87949682,0,14,18.7,16.7,2.4,0,0
10/10/2017,116556.425,77.45230854,0,8,18.8,23.6,0.2,1,0
10/11/2017,114133.54,55.55322179,0,9.8,25.6,7.5,0,1,0
10/12/2017,113957.735,56.95927733,0,10.5,19.2,15.6,10,1,0
10/13/2017,117048.725,83.75674609,0,13.1,16.7,12.5,0,1,0
10/14/2017,102037.165,85.40388327,0,8.2,16.1,23.6,0,1,0
10/15/2017,98108.815,71.60289058,0,6.8,17.6,24.5,0,1,0
10/16/2017,115907.395,84.01322671,0,11.3,28.6,23.8,0,1,0
10/17/2017,117470.22,76.51584579,0,12.8,30.2,24.9,0,1,0
10/18/2017,121087.1,92.33412136,0,14.5,30.9,25.1,0,1,0
10/19/2017,118201.175,80.3767171,0,21.7,25.6,9.8,0,1,0
10/20/2017,108412.665,72.71584684,0,11.3,16.2,24,2.6,1,0
10/21/2017,102195.975,73.10833941,0,11,15.4,12.8,0,1,0
10/22/2017,100571.04,76.32822257,0,11.1,16,13,0,1,0
10/23/2017,115549.435,90.67566504,0,11.9,19,21.8,0,1,0
10/24/2017,118010.31,91.93047541,0,12.1,20.5,18.7,0.2,1,0
10/25/2017,115813.03,98.04241531,0,13.3,18.5,12.5,11.4,1,0
10/26/2017,117333.445,89.91123068,0,12.9,16.8,12.2,0.2,1,0
10/27/2017,112633.265,78.66088236,0,10.3,27.4,26.1,0,1,0
10/28/2017,100746.42,81.09446701,0,15,21.4,16.8,0.4,1,0
10/29/2017,92182.955,61.46252749,0,11.5,28.6,27.1,0,1,0
10/30/2017,112227.65,77.42179007,0,8.8,17,17,4.4,1,0
10/31/2017,116179.47,86.95725767,0,8.1,16.4,24.8,6,1,0
11/1/2017,116632.09,87.02754256,0,11.9,18,14.2,0.4,1,0
11/2/2017,120470.785,87.51016268,0,11.3,17.4,17,1.4,1,0
11/3/2017,113451.995,76.92584895,0,9.4,16.6,20.5,1.4,1,0
11/4/2017,101610.815,78.73458189,0,8.3,15.8,24.6,0.4,1,0
11/5/2017,95368.165,77.63660268,0,6.4,17.6,24.1,0,1,0
11/6/2017,104632.79,80.93422103,0,10.9,16.1,18.9,0,1,0
11/7/2017,100592.295,78.3177663,0,10,15.8,18.8,3.4,1,1
11/8/2017,111738.485,90.99575509,0,12.1,16.9,25.4,0,1,0
11/9/2017,113539.935,85.58259467,0,8.7,21.8,28.8,0,1,0
11/10/2017,115156.445,92.61553695,0,12.1,27.2,23.7,0,1,0
11/11/2017,104194.345,83.49493924,0,14.8,24.7,28.8,0,1,0
11/12/2017,98774.235,73.95006482,0.020833334,13.2,23.3,25,0,1,0
11/13/2017,125795.84,102.5536814,0,13.7,33,29.5,0,1,0
11/14/2017,135420.82,94.73168487,0,18.2,33.9,29.5,0,1,0
11/15/2017,130385.05,90.97415977,0,21.5,31.4,16.9,0,1,0
11/16/2017,116715.965,88.81610737,0,18.1,21.3,4.8,3.6,1,0
11/17/2017,117797.62,99.44627676,0,16.4,26.8,22.9,4.2,1,0
11/18/2017,106730.21,89.77027766,0,16.1,28.1,20.1,0,1,0
11/19/2017,101256.78,81.88131427,0,15.1,29.3,27.5,24.8,1,0
11/20/2017,128658.27,131.3009413,0,16.6,30.8,28.6,0,1,0
11/21/2017,137151.495,152.7547663,0,17.8,32.9,29.5,0,1,0
11/22/2017,138882.25,116.8798367,0,18.7,32.6,30.6,0,1,0
11/23/2017,135162.115,105.2716657,0,16.2,31.9,18.9,0,1,0
11/24/2017,133951.29,116.5617909,0,18.6,30.7,13.8,1,1,0
11/25/2017,121219.595,99.01042074,0,19.3,32.5,17,0.4,1,0
11/26/2017,108717.875,83.11451412,0,19.4,28.3,14.7433729,3.4,1,0
11/27/2017,115429.005,84.60892315,0,16.5,21.2,20.5,1.4,1,0
11/28/2017,129798.47,130.5019687,0,13.7,31,31.1,0.2,1,0
11/29/2017,151730.95,166.5526468,0,18.5,35.8,28.3,0,1,0
11/30/2017,154632.335,131.4914339,0,22.5,34.9,23.1,0,1,0
12/1/2017,125141.9,87.15229595,0,21.5,23.5,1.6,1.8,1,0
12/2/2017,99234.22,66.25585865,0,14.7,16.4,0.7,20.6,1,0
12/3/2017,92487.705,67.75806637,0,11.5,17.1,14.4,43.8,1,0
12/4/2017,111625.98,84.04175782,0,12.4,17.5,7.9,5.4,1,0
12/5/2017,113063.675,82.84205791,0,10.8,22.8,22.9,1.8,1,0
12/6/2017,115383.13,89.56405055,0,13.6,21.3,23.6,0,1,0
12/7/2017,115736.97,102.5919318,0,11.6,21.9,19.8,0,1,0
12/8/2017,109568.47,87.46772198,0,11.4,18.7,28.5,25.2,1,0
12/9/2017,99334.8,82.98083753,0,12.7,23,19.2,0,1,0
12/10/2017,97715.01,81.0891636,0,14.5,22.2,31.4,0,1,0
12/11/2017,114680.185,97.60539576,0,16.4,20.7,26.3,0,1,0
12/12/2017,121945.175,104.9958379,0,15.8,26.4,31.3,0,1,0
12/13/2017,146933.095,94.49815198,0,15.8,37.6,32,0,1,0
12/14/2017,129280.81,101.8652498,0,20.5,23.1,21.7,0,1,0
12/15/2017,120821.055,105.4358596,0,14.1,26.4,32.1,0,1,0
12/16/2017,110154.36,99.47541633,0,13.8,24.6,31,0,1,0
12/17/2017,107212.84,82.04932328,0,15.7,24.5,30.5,0,1,0
12/18/2017,138949.675,117.2653843,0,17.1,33,22.1,0,1,0
12/19/2017,142870.395,106.4977263,0,19.7,37.4,12.1,0,1,0
12/20/2017,114916.99,78.73760078,0,15.8,24.5,19,20.6,1,0
12/21/2017,114462.53,85.77543165,0,12.3,23.7,31.9,0,1,0
12/22/2017,116428.79,81.598863,0,13.6,27.7,26.6,0,0,0
12/23/2017,109364.01,79.89884834,0,14.7,30.2,21.2,0,0,0
12/24/2017,92856.23,58.93911386,0,15.8,19.4,25.7,0.4,0,0
12/25/2017,85094.375,44.90030063,0,15.1,21.4,29,0,0,1
12/26/2017,98638.855,72.84524212,0,12.5,30.5,31.9,0,0,1
12/27/2017,128753.755,113.6548037,0,17.3,34.5,30.6,0,0,0
12/28/2017,130699.155,109.4926892,0,24,32.8,13.5,0,0,0
12/29/2017,115572.045,93.83408893,0,18.6,24.4,9.3,0.2,0,0
12/30/2017,96358.975,59.47516902,0,15.6,21.3,13.6,8.4,0,0
12/31/2017,95700.48,61.49347092,0,12,25.7,31.7,0.2,0,0
1/1/2018,95959.685,71.8177473,0,16.6,25.3,31.4,0,0,1
1/2/2018,105277.85,69.38772963,0,16.4,21.8,29.7,0,0,0
1/3/2018,106373.825,67.23811677,0,14.6,21,27.2,0,0,0
1/4/2018,113337.685,78.7381874,0,14.1,23.6,31.8,0.2,0,0
1/5/2018,123247.735,90.82817034,0,14.7,30.7,31.7,0,0,0
1/6/2018,133705.845,75.59138621,0,18.8,41.7,31.5,0,0,0
1/7/2018,107142.815,80.97604617,0,18.7,21.8,11,0,0,0
1/8/2018,118832.07,87.93157864,0,17.3,21.9,17.5,0,0,0
1/9/2018,111361.05,76.71739452,0,15.7,22.5,30,0,0,0
1/10/2018,116530.04,80.21227444,0,13.6,25.6,23.5,0,0,0
1/11/2018,139607.905,87.80265805,0,15.5,34.5,28.6,0,0,0
1/12/2018,132022.87,94.00071925,0,20.4,30,1.7,1,0,0
1/13/2018,98977.05,73.27654592,0,16,20.9,10.7,7,0,0
1/14/2018,92021.68,66.65958191,0,12.7,19.5,27.5,15,0,0
1/15/2018,109389.095,86.37851455,0,14.6,20.9,21.1,0,0,0
1/16/2018,116074.03,92.83687768,0,12.9,26.9,31.1,0,0,0
1/17/2018,129286.365,100.2774263,0,12.4,30.3,30.9,0,0,0
1/18/2018,154648.065,1210.13792,0,16.6,40,30.8,0,0,0
1/19/2018,165070.595,647.5741634,0,22.5,40.3,30.6,0,0,0
1/20/2018,124825.025,94.10481486,0,20.3,24.6,20.2,0,0,0
1/21/2018,127305.2,121.7119723,0,21,28.2,14.9,0,0,0
1/22/2018,137955.425,115.1294838,0,20.5,23.9,27.3,0,0,0
1/23/2018,128314.47,102.3741093,0,18,23.6,28.3,0,0,0
1/24/2018,128899.765,103.427874,0,14.8,23.3,27.5,0,0,0
1/25/2018,139245.21,155.5028059,0,17.1,26.6,28.1,0,0,0
1/26/2018,128599.46,91.43489281,0,19.4,28.4,19.9,0,0,1
1/27/2018,139114.585,104.878878,0,21.2,33.2,27.5,3.4,0,0
1/28/2018,159436.69,290.419644,0,22.7,38.1,28.5,0,0,0
1/29/2018,160437.565,107.6574249,0,27.8,33.5,7.3,0,0,0
1/30/2018,115239.57,78.57443881,0,15.6,21,14.1,38.8,0,0
1/31/2018,108524.18,65.21755805,0,14.6,19.1,19.6,0,1,0
2/1/2018,109949.21,72.41222981,0,12.1,22.5,28.9,0.2,1,0
2/2/2018,112946.34,80.45435373,0,13.4,22.1,28.4,0,1,0
2/3/2018,104947.325,86.51700791,0,15.8,28.1,26.7,0,1,0
2/4/2018,106065.935,98.92184656,0,14.7,25.7,28.5,0,1,0
2/5/2018,126465.96,103.8301928,0,17,25.7,24,0,1,0
2/6/2018,137539.725,104.2296312,0,17.7,29.9,27.6,0,1,0
2/7/2018,159307.315,624.2609343,0,18.7,37.4,27.1,0,1,0
